run_id,attack,model,dataset,input_index,sentence_index,reference,prediction,rouge1_fm,rouge2_fm,rougeL_fm,exact_match,token_acc,padded_token_acc,pred_len,ref_len
f02f8ae04681,hybrid_ce,gpt2,sst2,0,0,it confirms fincher's status as a film maker who artfully bends technical know-how to the service of psychological insight. ,it confirms fincher's status as a film maker who artfully bends technical know-how to the service of psychological insight. ,1.0,1.0,1.0,1,1.0,1.0,26,26
f02f8ae04681,hybrid_ce,gpt2,sst2,1,0,too much of it feels unfocused and underdeveloped. ,too much of it feels unfocused and underdeveloped. ,1.0,1.0,1.0,1,1.0,1.0,11,11
f02f8ae04681,hybrid_ce,gpt2,sst2,2,0,a great ensemble cast can't lift this heartfelt enterprise out of the familiar. ,a great ensemble cast can't lift this heartfelt enterprise out of the familiar. ,1.0,1.0,1.0,1,1.0,1.0,16,16
f02f8ae04681,hybrid_ce,gpt2,sst2,3,0,"prurient playthings aside, there's little to love about this english trifle. ","prurient playthings aside, there's little to love about this english trifle. ",1.0,1.0,1.0,1,1.0,1.0,19,19
f02f8ae04681,hybrid_ce,gpt2,sst2,4,0,"it moves quickly, adroitly, and without fuss ; it doesn't give you time to reflect on the inanity -- and the cold war datedness -- of its premise. ","it moves quickly, adroitly, and without fuss ; it doesn't give you time to reflect on the inanity -- and the cold war datedness -- of its premise. ",1.0,1.0,1.0,1,1.0,1.0,37,37
f02f8ae04681,hybrid_ce,gpt2,sst2,5,0,"it proves quite compelling as an intense, brooding character study. ","it proves quite compelling as an intense, brooding character study. ",1.0,1.0,1.0,1,1.0,1.0,14,14
f02f8ae04681,hybrid_ce,gpt2,sst2,6,0,bogdanovich tantalizes by offering a peep show into the lives of the era's creme de la celluloid. ,bogdanovich tantalizes by offering a peep show into the lives of the era's creme de la celluloid. ,1.0,1.0,1.0,1,1.0,1.0,27,27
f02f8ae04681,hybrid_ce,gpt2,sst2,7,0,looks and feels like a project better suited for the small screen. ,looks and feels like a project better suited for the small screen. ,1.0,1.0,1.0,1,1.0,1.0,15,15
f02f8ae04681,hybrid_ce,gpt2,sst2,8,0,verbinski implements every hack-artist trick to give us the ooky-spookies. ,verbinski implements every hack-artist trick to give us the ooky-spookies. ,1.0,1.0,1.0,1,1.0,1.0,20,20
f02f8ae04681,hybrid_ce,gpt2,sst2,9,0,"this is a good script, good dialogue, funny even for adults. ","this is a good script, good dialogue, funny even for adults. ",1.0,1.0,1.0,1,1.0,1.0,15,15
f02f8ae04681,hybrid_ce,gpt2,sst2,10,0,a painfully funny ode to bad behavior. ,a painfully funny ode to bad behavior. ,1.0,1.0,1.0,1,1.0,1.0,10,10
f02f8ae04681,hybrid_ce,gpt2,sst2,11,0,"there is a fabric of complex ideas here, and feelings that profoundly deepen them. ","there is a fabric of complex ideas here, and feelings that profoundly deepen them. ",1.0,1.0,1.0,1,1.0,1.0,17,17
f02f8ae04681,hybrid_ce,gpt2,sst2,12,0,the overall effect is less like a children's movie than a recruitment film for future hollywood sellouts. ,the overall effect is less like a children's movie than a recruitment film for future hollywood sellouts. ,1.0,1.0,1.0,1,1.0,1.0,22,22
f02f8ae04681,hybrid_ce,gpt2,sst2,13,0,"as the two leads, lathan and diggs are charming and have chemistry both as friends and lovers. ","as the two leads, lathan and diggs are charming and have chemistry both as friends and lovers. ",1.0,1.0,1.0,1,1.0,1.0,22,22
f02f8ae04681,hybrid_ce,gpt2,sst2,14,0,"the title not only describes its main characters, but the lazy people behind the camera as well. ","the title not only describes its main characters, but the lazy people behind the camera as well. ",1.0,1.0,1.0,1,1.0,1.0,20,20
f02f8ae04681,hybrid_ce,gpt2,sst2,15,0,zhang... has done an amazing job of getting realistic performances from his mainly nonprofessional cast. ,zhang... has done an amazing job of getting realistic performances from his mainly nonprofessional cast. ,1.0,1.0,1.0,1,1.0,1.0,20,20
f02f8ae04681,hybrid_ce,gpt2,sst2,16,0,"not only is undercover brother as funny, if not more so, than both austin powers films, but it's also one of the smarter, savvier spoofs to come along in some time. ","not only is undercover brother as funny, if not more so, than both austin powers films, but it's also one of the smarter, savvier spoofs to come along in some time. ",1.0,1.0,1.0,1,1.0,1.0,41,41
f02f8ae04681,hybrid_ce,gpt2,sst2,17,0,"beautifully observed, miraculously unsentimental comedy-drama. ","beautifully observed, miraculously unsentimental comedy-drama. ",1.0,1.0,1.0,1,1.0,1.0,15,15
f02f8ae04681,hybrid_ce,gpt2,sst2,18,0,"the last 20 minutes are somewhat redeeming, but most of the movie is the same teenage american road-trip drek we've seen before - only this time you have to read the fart jokes ","the last 20 minutes are somewhat redeeming, but most of the movie is the same teenage american road-trip drek we've seen before - only this time you have to read the fart jokes ",1.0,1.0,1.0,1,1.0,1.0,41,41
f02f8ae04681,hybrid_ce,gpt2,sst2,19,0,if you dig on david mamet's mind tricks... rent this movie and enjoy! ,if you dig on david mamet's mind tricks... rent this movie and enjoy! ,1.0,1.0,1.0,1,1.0,1.0,19,19
f02f8ae04681,hybrid_ce,gpt2,sst2,20,0,"for all its impressive craftsmanship, and despite an overbearing series of third-act crescendos, lily chou-chou never really builds up a head of emotional steam. ","for all its impressive craftsmanship, and despite an overbearing series of third-act crescendos, lily chou-chou never really builds up a head of emotional steam. ",1.0,1.0,1.0,1,1.0,1.0,40,40
f02f8ae04681,hybrid_ce,gpt2,sst2,21,0,"yes, dull. ","yes, dull. ",1.0,1.0,1.0,1,1.0,1.0,5,5
