attack,model,dataset,input_index,sentence_index,reference,prediction,rouge1_fm,rouge2_fm,rougeL_fm,exact_match,token_acc,padded_token_acc,pred_len,ref_len
synthetic_autoregressive_proto,gpt2,sst2,0,0,it confirms fincher 's status as a film maker who artfully bends technical know-how to the service of psychological insight . ,it has not charm imagine complex show college charming bringing artfully chemistry clear austin acting been dark builds cheese brian head dumb datedness co-stars crucial spoofs spirit soaring pranks brothers envious theater,0.07407407407407407,0.0,0.07407407407407407,0,0.037037037037037035,0.037037037037037035,41,27
synthetic_autoregressive_proto,gpt2,sst2,0,1,too much of it feels unfocused and underdeveloped . ,it has not charm imagine complex show college charming bringing artfully chemistry clear austin acting been dark builds cheese brian head dumb datedness co-stars crucial spoofs spirit soaring pranks brothers envious theater,0.04878048780487805,0.0,0.04878048780487805,0,0.0,0.0,41,11
synthetic_autoregressive_proto,gpt2,sst2,0,2,a great ensemble cast ca n't lift this heartfelt enterprise out of the familiar . ,there has not charm actors alan show being digs could adults another because credits acting any dark clips cheese brian cold dumb isle becomes savvier spoofs spirit soaring pranks brothers envious theater,0.0,0.0,0.0,0,0.0,0.0,39,17
synthetic_autoregressive_proto,gpt2,sst2,0,3,"prurient playthings aside , there 's little to love about this english trifle . ",there has not charm actors alan show being digs could adults another because credits acting any dark clips cheese brian cold dumb isle becomes savvier spoofs spirit soaring pranks brothers envious theater,0.045454545454545456,0.0,0.045454545454545456,0,0.0,0.0,39,20
synthetic_autoregressive_proto,gpt2,sst2,0,4,"it moves quickly , adroitly , and without fuss ; it does n't give you time to reflect on the inanity -- and the cold war datedness -- of its premise . ",it has not charm imagine complex show college charming bringing artfully chemistry clear austin acting been dark builds cheese brian head dumb datedness co-stars crucial spoofs spirit soaring pranks brothers envious theater,0.06666666666666667,0.0,0.06666666666666667,0,0.02631578947368421,0.02631578947368421,41,38
synthetic_autoregressive_proto,gpt2,sst2,0,5,"it proves quite compelling as an intense , brooding character study . ",it has not charm imagine complex show college charming bringing artfully chemistry clear austin acting been dark builds cheese brian head dumb datedness co-stars crucial spoofs spirit soaring pranks brothers envious theater,0.04651162790697675,0.0,0.04651162790697675,0,0.07142857142857142,0.07142857142857142,41,14
synthetic_autoregressive_proto,gpt2,sst2,0,6,bogdanovich tantalizes by offering a peep show into the lives of the era 's creme de la celluloid . ,it has not charm imagine complex show college charming bringing artfully chemistry clear austin acting been dark builds cheese brian head dumb datedness co-stars crucial spoofs spirit soaring pranks brothers envious theater,0.0392156862745098,0.0,0.0392156862745098,0,0.0,0.0,41,28
synthetic_autoregressive_proto,gpt2,sst2,0,7,looks and feels like a project better suited for the small screen . ,it has not charm imagine complex show college charming bringing artfully chemistry clear austin acting been dark builds cheese brian head dumb datedness co-stars crucial spoofs spirit soaring pranks brothers envious theater,0.0,0.0,0.0,0,0.0,0.0,41,15
synthetic_autoregressive_proto,gpt2,sst2,0,8,verbinski implements every hack-artist trick to give us the ooky-spookies . ,it has 're caruso actors bridge battle being digs always english another because austin bobbed brilliant blend clips cheese brian cold dumb isle cops sent role spirit soaring along brothers some fart,0.0,0.0,0.0,0,0.0,0.0,39,20
synthetic_autoregressive_proto,gpt2,sst2,0,9,"this is a good script , good dialogue , funny even for adults . ",there has not charm actors alan show being digs could adults another because credits acting any dark clips cheese brian cold dumb isle becomes savvier spoofs spirit soaring pranks brothers envious theater,0.046511627906976744,0.0,0.046511627906976744,0,0.0,0.0,39,15
