attack,model,dataset,input_index,sentence_index,reference,prediction,rouge1_fm,rouge2_fm,rougeL_fm,exact_match,token_acc,padded_token_acc,pred_len,ref_len
synthetic_autoregressive_proto,gpt2,sst2,0,0,it confirms fincher 's status as a film maker who artfully bends technical know-how to the service of psychological insight . ,it confirms coming fabric imagine freak arkin power maker could artfully bends deepen know-how powers films service sellouts psychological insight cold war monsoon becomes savvier spoofs spirit soaring coen brothers envious fart,0.37037037037037035,0.15384615384615385,0.37037037037037035,0,0.14814814814814814,0.14814814814814814,42,27
synthetic_autoregressive_proto,gpt2,sst2,0,1,too much of it feels unfocused and underdeveloped . ,it has coming caruso directs freak arkin niro kind deep sites parts clear austin hindsight disco bollywood road-trip predictable also cold war husband becomes savvier spoofs spirit soaring coen brothers envious fart,0.04878048780487805,0.0,0.04878048780487805,0,0.0,0.0,44,11
synthetic_autoregressive_proto,gpt2,sst2,0,2,a great ensemble cast ca n't lift this heartfelt enterprise out of the familiar . ,it great aside charm ca freak show mind heartfelt enterprise sites people behind familiar friends disco blend maddeningly predictable also 've seen husband becomes crucial role spirit soaring pranks brothers envious theater,0.2127659574468085,0.044444444444444446,0.2127659574468085,0,0.11764705882352941,0.11764705882352941,38,17
synthetic_autoregressive_proto,gpt2,sst2,0,3,"prurient playthings aside , there 's little to love about this english trifle . ",prurient great aside caruso david little show mind exercise bringing english parts clear right hindsight brilliant stirred laughs drek also 've seen husband becomes crucial role spirit soaring pranks brothers envious theater,0.18181818181818182,0.0,0.18181818181818182,0,0.15,0.15,40,20
synthetic_autoregressive_proto,gpt2,sst2,0,4,"it moves quickly , adroitly , and without fuss ; it does n't give you time to reflect on the inanity -- and the cold war datedness -- of its premise . ",it moves aside mesh david epic fuss hollow exercise bringing poignant japanese both right reflect been stirred inanity drek best cold war datedness co-stars its premise spirit soaring pranks brothers envious theater,0.3333333333333333,0.13793103448275862,0.3333333333333333,0,0.05263157894736842,0.05263157894736842,41,38
synthetic_autoregressive_proto,gpt2,sst2,0,5,"it proves quite compelling as an intense , brooding character study . ",it fast 're ode craftsmanship depression-era intense brooding character study poignant japanese both right dead been stirred examine cheese also work nowhere husband becomes savvier obsession spirit soaring pranks brothers envious theater,0.23255813953488375,0.14634146341463417,0.23255813953488375,0,0.07142857142857142,0.07142857142857142,43,14
synthetic_autoregressive_proto,gpt2,sst2,0,6,bogdanovich tantalizes by offering a peep show into the lives of the era 's creme de la celluloid . ,bogdanovich delectable not offering ca chins show getting element lives poignant japanese era new creme young la celluloid chuckles also work her husband smarter savvier obsession spirit soaring pranks brothers envious theater,0.32,0.041666666666666664,0.32,0,0.14285714285714285,0.14285714285714285,46,28
synthetic_autoregressive_proto,gpt2,sst2,0,7,looks and feels like a project better suited for the small screen . ,looks debuter not leads brother bridge show fact digs rent small screen both lily chou-chou young monarch examine between women work her husband smarter savvier obsession spirit soaring along in some fart,0.13333333333333333,0.046511627906976744,0.13333333333333333,0,0.13333333333333333,0.13333333333333333,40,15
synthetic_autoregressive_proto,gpt2,sst2,0,8,verbinski implements every hack-artist trick to give us the ooky-spookies . ,escaping implements every hack-artist brother bridge eating getting charming ooky-spookies nephew decent both lily chou-chou teenage johnny dankworth between women lead her husband smarter savvier obsession spirit soaring pranks brothers envious theater,0.2553191489361702,0.17777777777777776,0.2553191489361702,0,0.55,0.55,51,20
synthetic_autoregressive_proto,gpt2,sst2,0,9,"this is a good script , good dialogue , funny even for adults . ",escaping collosum not impressive blundering little dialogue eisenberg character lives adults bends both lily chou-chou strafings johnny dankworth between women head her husband defies crucial role spirit soaring coen brothers envious fart,0.09090909090909091,0.0,0.09090909090909091,0,0.0,0.0,52,15
synthetic_autoregressive_proto,gpt2,sst2,0,10,a painfully funny ode to bad behavior . ,corpus collosum effect ode amazing little behavior college precious jealousy feasting another both familiar acting teenage johnny clips cheese values head dumb datedness scarface crucial role spirit soaring along in some fart,0.10256410256410256,0.0,0.10256410256410256,0,0.0,0.0,41,10
synthetic_autoregressive_proto,gpt2,sst2,0,11,"there is a fabric of complex ideas here , and feelings that profoundly deepen them . ",there has done fabric actors complex ideas college precious feelings feasting profoundly deepen them acting never huge clips cheese values head dumb datedness company crucial obsession spirit soaring pranks brothers envious theater,0.34782608695652173,0.13636363636363635,0.34782608695652173,0,0.4117647058823529,0.4117647058823529,36,17
synthetic_autoregressive_proto,gpt2,sst2,0,12,the overall effect is less like a children 's movie than a recruitment film for future hollywood sellouts . ,corpus has effect get imagine keeps despite college manages feelings feasting third-act filmmakers effusion reflect future hollywood sellouts between passion engaging nature quirks company savvier obsession spirit soaring pranks brothers envious theater,0.1568627450980392,0.08163265306122448,0.1568627450980392,0,0.0,0.0,43,23
synthetic_autoregressive_proto,gpt2,sst2,0,13,"as the two leads , lathan and diggs are charming and have chemistry both as friends and lovers . ",broomfield has done leads imagine keeps diggs being charming feelings artfully chemistry both credits friends guessing lovers builds between insight engaging nature played company crucial men spirit soaring pranks brothers envious theater,0.2857142857142857,0.0425531914893617,0.2857142857142857,0,0.13636363636363635,0.13636363636363635,38,22
synthetic_autoregressive_proto,gpt2,sst2,0,14,"the title not only describes its main characters , but the lazy people behind the camera as well . ",awesome has not flick describes incarnated behavior brooding manages feelings lazy people behind austin camera future dark spray sexual passion engaging nature played company crucial men spirit soaring pranks brothers envious theater,0.24489795918367344,0.0851063829787234,0.24489795918367344,0,0.0,0.0,38,20
synthetic_autoregressive_proto,gpt2,sst2,0,15,zhang ... has done an amazing job of getting realistic performances from his mainly nonprofessional cast . ,there has done flick amazing job battle getting level deep adults scares mainly nonprofessional ramshackle guessing bollywood sellouts truffle insight engaging nature played becomes crucial easy categorization award-winning coen brothers envious fart,0.29166666666666663,0.13043478260869562,0.29166666666666663,0,0.0,0.0,43,20
synthetic_autoregressive_proto,gpt2,sst2,0,16,"not only is undercover brother as funny , if not more so , than both austin powers films , but it 's also one of the smarter , savvier spoofs to come along in some time . ",it has coming fabric brother freak arkin power level could small people both austin powers films blend spray sexual also one of isle smarter savvier spoofs to come along in some time,0.5625,0.41935483870967744,0.53125,0,0.023809523809523808,0.023809523809523808,37,42
synthetic_autoregressive_proto,gpt2,sst2,0,17,"beautifully observed , miraculously unsentimental comedy-drama . ",beautifully has coming caruso comedy-drama freak arkin niro kind deep sites parts clear austin hindsight disco bollywood road-trip predictable also cold war husband becomes crucial role spirit soaring along in some time,0.15,0.052631578947368425,0.15,0,0.13333333333333333,0.13333333333333333,44,15
synthetic_autoregressive_proto,gpt2,sst2,0,18,"the last 20 minutes are somewhat redeeming , but most of the movie is the same teenage american road-trip drek we 've seen before - only this time you have to read the fart jokes ",it last 20 caruso directs freak show mind exercise bringing screenwriter people behind spectacle narcotics teenage american road-trip drek we 've seen before only this time you have to read the fart,0.5970149253731343,0.5538461538461538,0.5970149253731343,0,0.2619047619047619,0.2619047619047619,40,42
synthetic_autoregressive_proto,gpt2,sst2,0,19,if you dig on david mamet 's mind tricks ... rent this movie and enjoy ! ,it fast dig ode david mamet show mind exercise rent sites parts clear right friends disco blend laughs drek best 've seen husband becomes savvier obsession spirit soaring pranks brothers envious theater,0.21739130434782608,0.045454545454545456,0.21739130434782608,0,0.1,0.1,40,20
synthetic_autoregressive_proto,gpt2,sst2,0,20,"for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a head of emotional steam . ",it fast aside impressive craftsmanship depression-era despite intensity overbearing series relates third-act crescendos lily chou-chou never really builds up best head of emotional steam might role spirit soaring pranks brothers envious theater,0.6229508196721311,0.4745762711864407,0.6229508196721311,0,0.45,0.45,48,40
synthetic_autoregressive_proto,gpt2,sst2,0,21,"yes , dull . ",nonsensical dull 're ode craftsmanship depression-era show higher element always relates missed opportunity predecessor dead been stirred examine cheese also work nowhere husband becomes crucial role spirit soaring coen brothers envious fart,0.05714285714285715,0.0,0.05714285714285715,0,0.0,0.0,41,5
synthetic_autoregressive_proto,gpt2,sst2,0,22,"shaky close-ups of turkey-on-rolls , stubbly chins , liver spots , red noses and the filmmakers new bobbed do draw easy chuckles but lead nowhere . ",nonsensical close-ups not mesh ca chins show getting element noses poignant japanese filmmakers new bobbed do draw easy chuckles but lead nowhere husband smarter savvier obsession spirit soaring along in some fart,0.4827586206896552,0.35714285714285715,0.4827586206896552,0,0.0,0.0,42,39
synthetic_autoregressive_proto,gpt2,sst2,0,23,the second coming of harry potter is a film far superior to its predecessor . ,feature debuter coming leads brother bridge show fact digs far superior chemistry both predecessor chou-chou young monarch examine between women work her husband smarter savvier obsession spirit soaring along in some fart,0.1702127659574468,0.044444444444444446,0.1702127659574468,0,0.0,0.0,38,18
synthetic_autoregressive_proto,gpt2,sst2,0,24,"if you 're hard up for raunchy college humor , this is your ticket right here . ",escaping collosum 're leads brother bridge eating college humor noses nephew decent both right creme world johnny dankworth between women lead her husband smarter savvier obsession spirit soaring along in some fart,0.1702127659574468,0.044444444444444446,0.1702127659574468,0,0.047619047619047616,0.047619047619047616,41,21
synthetic_autoregressive_proto,gpt2,sst2,0,25,"nonsensical , dull `` cyber-horror '' flick is a grim , hollow exercise in flat scares and bad acting . ",nonsensical dull cyber-horror flick brother alan grim hollow exercise lives lazy scares both bad acting teenage johnny dankworth between women head her husband defies crucial role spirit soaring coen brothers envious fart,0.4489795918367347,0.2978723404255319,0.4489795918367347,0,0.11538461538461539,0.11538461538461539,44,26
