attack,model,dataset,input_index,sentence_index,reference,prediction,rouge1_fm,rouge2_fm,rougeL_fm,exact_match,token_acc,padded_token_acc,pred_len,ref_len
synthetic_autoregressive_proto,gpt2,sst2,0,0,it confirms fincher 's status as a film maker who artfully bends technical know-how to the service of psychological insight . ,it confirms captures caruso directs deeply satisfying eisenberg element cleveland artfully bends behind bad likely chides blend feel fuhrman insight cold palma gang becomes trains jail logic magic along author j.k. rowling,0.18518518518518517,0.07692307692307693,0.18518518518518517,0,0.07407407407407407,0.07407407407407407,47,27
synthetic_autoregressive_proto,gpt2,sst2,0,1,too much of it feels unfocused and underdeveloped . ,it coarse carnahan conflict imagine epic battle something element could before latrine bounce 1994 mars disco across her loser brian cold palma hopes becomes typical obsession anywhere else coen brothers envious theater,0.05,0.0,0.05,0,0.0,0.0,38,11
synthetic_autoregressive_proto,gpt2,sst2,0,2,a great ensemble cast ca n't lift this heartfelt enterprise out of the familiar . ,there creatures breathtaking may ca cute ideas daughter charming enterprise guilty gerald begins bad equally chides blend feel drek passion underarm noises easily wedding sent counterparts anywhere else past author j.k. rowling,0.08333333333333333,0.0,0.08333333333333333,0,0.058823529411764705,0.058823529411764705,40,17
synthetic_autoregressive_proto,gpt2,sst2,0,3,"prurient playthings aside , there 's little to love about this english trifle . ",there creatures breathtaking may comedy-drama chins drama daughter charming bringing english enjoys actress gorgeous embraces champion blend examine families passion underarm nature easily smarter savvier counterparts anywhere else coen brothers envious theater,0.08888888888888888,0.0,0.08888888888888888,0,0.0,0.0,40,20
synthetic_autoregressive_proto,gpt2,sst2,0,4,"it moves quickly , adroitly , and without fuss ; it does n't give you time to reflect on the inanity -- and the cold war datedness -- of its premise . ",it commands amalgam may charismatic bridge drama crossed charming appearing feasting detail both extended embraces brilliant blend inanity deal passion cold hint datedness sexuality lengthy premise anywhere else coen brothers envious theater,0.1694915254237288,0.0,0.1694915254237288,0,0.02631578947368421,0.02631578947368421,38,38
synthetic_autoregressive_proto,gpt2,sst2,0,5,"it proves quite compelling as an intense , brooding character study . ",it collosum amalgam glide ca bag drama brooding canadians horror english detail both effusion embraces brilliant blend decadent chuckles passion rebecca escapism datedness sexuality lengthy conjures anywhere soaring along author j.k. rowling,0.0930232558139535,0.0,0.0930232558139535,0,0.07142857142857142,0.07142857142857142,50,14
synthetic_autoregressive_proto,gpt2,sst2,0,6,bogdanovich tantalizes by offering a peep show into the lives of the era 's creme de la celluloid . ,bogdanovich coarse every fabric brother alan show cinematic canadians horror endure decent both dumas creme been draw celluloid chuckles passion others escapism datedness sexuality lengthy conjures anywhere soaring coen brothers envious theater,0.16,0.0,0.16,0,0.14285714285714285,0.14285714285714285,49,28
synthetic_autoregressive_proto,gpt2,sst2,0,7,looks and feels like a project better suited for the small screen . ,corpus collosum every fabric brother job despite college action hapless english decent both dumas creme noir draw clips sexual passion others clunky plight rumbles frustrations counterparts anywhere play coen brothers envious theater,0.0,0.0,0.0,0,0.0,0.0,45,15
synthetic_autoregressive_proto,gpt2,sst2,0,8,verbinski implements every hack-artist trick to give us the ooky-spookies . ,corpus coarse every hack-artist broadcast job crack balances action hapless either bends both dumas bobbed noir damn clips sexual passion others clunky played defies crucial conjures they play past author j.k. rowling,0.13043478260869565,0.09090909090909091,0.13043478260869565,0,0.0,0.0,48,20
synthetic_autoregressive_proto,gpt2,sst2,0,9,"this is a good script , good dialogue , funny even for adults . ",candid close every dreamed bright job crack balances action hapless adults another criminal depressed adaptations mississippi delta clips sexual insight head clunky played defies crucial vivid spirit magic along author j.k. rowling,0.045454545454545456,0.0,0.045454545454545456,0,0.06666666666666667,0.06666666666666667,42,15
synthetic_autoregressive_proto,gpt2,sst2,0,10,a painfully funny ode to bad behavior . ,i entertaining colorful caruso directs epic show something digs deep before japanese certainly bad mars disco across inanity fuhrman brian cold palma hopes becomes trains obsession anywhere else coen brothers envious theater,0.05128205128205128,0.0,0.05128205128205128,0,0.0,0.0,44,10
synthetic_autoregressive_proto,gpt2,sst2,0,11,"there is a fabric of complex ideas here , and feelings that profoundly deepen them . ",there has coming fabric amazing job ideas arnold level feelings carpenter missed deepen austin acting innocence bollywood her motion cover head seen isle cops crucial spoofs spirit magic along author j.k. rowling,0.21276595744680848,0.0,0.21276595744680848,0,0.17647058823529413,0.17647058823529413,43,17
synthetic_autoregressive_proto,gpt2,sst2,0,12,the overall effect is less like a children 's movie than a recruitment film for future hollywood sellouts . ,broomfield has coming conflict imagine filled battle arnold level down aura loved clear austin acting guessing hollywood her loser cover cold seen isle cops crucial role logic magic coen brothers envious theater,0.04,0.0,0.04,0,0.0,0.0,41,23
synthetic_autoregressive_proto,gpt2,sst2,0,13,"as the two leads , lathan and diggs are charming and have chemistry both as friends and lovers . ",beautifully has coming clumsy imagine filled diggs something charming enterprise artfully chemistry both austin friends guessing assertive her loser brian cold seen hopes company typical spoofs logic magic along author j.k. rowling,0.19999999999999998,0.041666666666666664,0.19999999999999998,0,0.09090909090909091,0.09090909090909091,43,22
synthetic_autoregressive_proto,gpt2,sst2,0,14,"the title not only describes its main characters , but the lazy people behind the camera as well . ",it has carnahan conflict describes especially affecting something element deep lazy jean behind 1994 camera disco across her loser brian cold palma hopes becomes typical obsession anywhere else coen brothers envious theater,0.16326530612244897,0.0,0.16326530612244897,0,0.05,0.05,38,20
synthetic_autoregressive_proto,gpt2,sst2,0,15,zhang ... has done an amazing job of getting realistic performances from his mainly nonprofessional cast . ,i has captures caruso amazing job show something element could before japanese certainly bad mars disco across inanity fuhrman brian cold palma hopes becomes trains obsession anywhere else coen brothers envious rowling,0.12765957446808512,0.044444444444444446,0.12765957446808512,0,0.1,0.1,45,20
synthetic_autoregressive_proto,gpt2,sst2,0,16,"not only is undercover brother as funny , if not more so , than both austin powers films , but it 's also one of the smarter , savvier spoofs to come along in some time . ",there dizzying captures caruso brother deeply satisfying eisenberg element could before gerald both austin likely chides blend inanity fuhrman also cold palma germinate smarter savvier spoofs to come along in some time,0.40625,0.2903225806451613,0.40625,0,0.0,0.0,49,42
synthetic_autoregressive_proto,gpt2,sst2,0,17,"beautifully observed , miraculously unsentimental comedy-drama . ",beautifully delectable captures may comedy-drama cute ideas downer cheesy coincidences lazy help begins bad friends chides blend inanity families passion underarm noises easily wedding sent jail anywhere else pranks author j.k. fart,0.15,0.052631578947368425,0.15,0,0.13333333333333333,0.13333333333333333,47,15
synthetic_autoregressive_proto,gpt2,sst2,0,18,"the last 20 minutes are somewhat redeeming , but most of the movie is the same teenage american road-trip drek we 've seen before - only this time you have to read the fart jokes ",there daphne 20 may david chins drama crossed charming bringing improved gerald begins bad equally chides blend feel drek passion sure seen fearlessness only sent jail you have past read the fart,0.27272727272727276,0.09375000000000001,0.27272727272727276,0,0.047619047619047616,0.047619047619047616,39,42
