run_id,attack,model,dataset,input_index,num_sentences,joined_reference,joined_prediction,reconstruction_time_sec,rouge1_fm,rouge2_fm,rougeL_fm,exact_match,token_acc,padded_token_acc,pred_len,ref_len
51ad09f6629d,dager_ce,openai-community/gpt2-large,cola,0,8,"The children are fond with the ice cream. The patient died. He likes cookies and he hates crumb cake. I met the person who left. I shaved myself. She doesn't meet anyone for dinner, but they can't figure out who. How many feature structures categories can label the first daughter? Susan whispered at Rachel.","The children are fond with the ice cream. The patient died. He likes cookies and he hates crumb cake. I met the person who left. I shaved myself. She doesn't meet anyone for dinner, but they can't figure out who. How many feature structures categories can label the first daughter? Susan whispered at Rachel.",20.208929777145386,1.0,1.0,1.0,1,1.0,1.0,66,66
51ad09f6629d,dager_ce,openai-community/gpt2-large,cola,1,8,The person confessed responsible. That surprised me. We think that Leslie likes us. This flyer and that flyer differ. It is a problem that he is here. I dislike the people in whose house we stayed. Students studying English reads Conrad's Heart of Darkness while at university. Did Calvin his homework?,The person confessed responsible. That surprised me. We think that Leslie likes us. This flyer and that flyer differ. It is a problem that he is here. I dislike the people in whose house we stayed. Students studying English reads Conrad's Heart of Darkness while at university. Did Calvin his homework?,19.54418444633484,1.0,1.0,1.0,1,1.0,1.0,60,60
51ad09f6629d,dager_ce,openai-community/gpt2-large,cola,2,8,"The cake that Jones got was more delicious than the one that Smith got. John thinks it would upset himself to die. Any tiger has orange fur, marked with black stripes. What did you leave before they started playing? She said she talked to those students but I don't know how many. Bill bought a red house, and Max bought one too. We think that Leslie likes ourselves. the book of poems and from Blackwell takes a very long time to read.","The cake that Jones got was more delicious than the one that Smith got. John thinks it would upset himself to die. Any tiger has orange fur, marked with black stripes. What did you leave before they started playing? She said she talked to those students but I don't know how many. Bill bought a red house, and Max bought one too. We think that Leslie likes ourselves. the book of poems and from Blackwell takes a very long time to read.",20.01659059524536,1.0,1.0,1.0,1,1.0,1.0,93,93
51ad09f6629d,dager_ce,openai-community/gpt2-large,cola,3,8,"They represented seriously to the dean Mary as a genuine linguist. We forgot our invitations. John wants not to leave the town. Chris was handed a note. Bill's story about Sue may be amazing, but Max's is virtually incredible. I know the people that voted in the election. The committee will study the feasibility of setting up a national computer network. I no more could have stolen that steak than Jack the diamonds.","They represented seriously to the dean Mary as We forgot our invitations. John wants not to leave the town. Chris was handed a note. Bill's story about Sue may be amazing, but Max I know the people that voted The committee will study the feasibility of setting up a national computer network. I no more could have stolen that steak than Jack the diamonds.",19.743777990341187,0.9285714285714286,0.8840579710144927,0.9285714285714286,0,0.11764705882352941,0.11764705882352941,71,85
51ad09f6629d,dager_ce,openai-community/gpt2-large,cola,4,8,"It is to give up to leave. The administration has issued a statement that it is willing to meet with one of the student groups. She goes and buying some whiskey. Everybody who attended last week's huge rally, whoever they were, signed the petition. Nora sent Peter the book. Gwen hit the baseball. The sailors rode the breeze clear of the rocks. there is nothing to do.","It is to give up to leave. The administration has issued a statement that it is willing to meet with one of the student groups. She goes and buying some whiskey. Everybody who attended last week's huge rally, whoever they were, signed the petition. Nora sent Peter the book. Gwen hit the baseball. The sailors rode the breeze clear of the rocks. there is nothing to do.",20.355952978134155,1.0,1.0,1.0,1,1.0,1.0,79,79
51ad09f6629d,dager_ce,openai-community/gpt2-large,cola,5,8,"In which car was the man seen? Max seemed to be trying to begin to love Harriet, and Fred to be trying to begin to love Sue. John tried to be a good boy. John is likely to leave. We linguists love to argue I have much of the manuscript left to type. Each of the performers came in, but were sitting so far back that we couldn't see who. The only people being added to our group who were at Harvard were students.","In which car was the man seen? Max seemed to be trying to begin to love Harriet, and Fred to be trying to begin to love Sue. John tried to be a good boy. John is likely to leave. We linguists love to argue I have much of the manuscript left to type. Each of the performers came in, but were sitting so far back that we couldn't see who. The only people being added to our group who were at Harvard were students.",20.803203105926514,1.0,1.0,1.0,1,1.0,1.0,95,95
51ad09f6629d,dager_ce,openai-community/gpt2-large,cola,6,8,"We admired the pictures of us in the album. Leslie told us about us. I wonder in whom them to place their trust. A job offered. The higher the stakes, the lower his expectations are. John's drum will always bother me. Chris was handed. Harriet admired Mr Knightley.","We admired the pictures of us in the album. Leslie told us about us. I wonder in whom them to place their trust. A job offered. The higher the stakes, the lower his expectations are. John's drum will always bother me. Chris was handed. Harriet admired Mr Knightley.",19.280421495437622,1.0,1.0,1.0,1,1.0,1.0,59,59
51ad09f6629d,dager_ce,openai-community/gpt2-large,cola,7,8,"The artist drew the child with a pencil. Who did you think kissed the gorilla? That the Cardinal won the game gave Sandy a thrill. Books were taken from each student by the other. I know how many assignments I've graded, but I don't know how many Bill has. I shaped a loaf. What Mary did Bill was give a book. Clearly, John probably will immediately learn French perfectly.","The artist drew the child with a pencil. Who did you think kissed the gorilla? That the Cardinal won the game gave Sandy a thrill. Books were taken from each student by the other. I know how many assignments I've graded, but I don't know how many Bill has. I shaped a loaf. What Mary did Bill was give a book. Clearly, John probably will immediately learn French perfectly.",20.130868434906006,1.0,1.0,1.0,1,1.0,1.0,81,81
51ad09f6629d,dager_ce,openai-community/gpt2-large,cola,8,8,Tom's dog with one eye attacked Fred's. Some people consider dogs dangerous. John promised Bill to leave. The bears sniffed He was arrested by the police. I would prefer to leave. We created a monster. I bought it to read.,Tom's dog with one eye attacked Fred's. Some people consider dogs dangerous. John promised Bill to leave. The bears sniffed He was arrested by the police. I would prefer to leave. We created a monster. I bought it to read.,18.901951551437378,1.0,1.0,1.0,1,1.0,1.0,50,50
51ad09f6629d,dager_ce,openai-community/gpt2-large,cola,9,8,"Many people were fond of Pat. Herself likes Mary's mother. The newspaper has reported that they are about to appoint someone, but I can't remember who the newspaper has reported that they are about to appoint. The magazines were sent by Mary to herself. In the classroom John put the book on the table. Of whom are you thinking? The newspaper has reported that they are about to appoint someone, but I can't remember who they are about to appoint. The bird sings.","Many people were fond of Pat. Herself likes Mary's mother. The newspaper has reported that they are about to appoint someone, but I can't remember who the newspaper has reported that they are about to appoint. The magazines were sent by Mary to herself. In the classroom John put the book on the table. Of whom are you thinking? The newspaper has reported that they are about to appoint someone, but I can't remember who they are about to appoint. The bird sings.",21.25063443183899,1.0,1.0,1.0,1,1.0,1.0,97,97
