attack,model,dataset,input_index,sentence_index,reference,prediction,rouge1_fm,rouge2_fm,rougeL_fm,exact_match,token_acc,padded_token_acc,pred_len,ref_len
synthetic_autoregressive_proto,gpt2,sst2,0,0,it confirms fincher 's status as a film maker who artfully bends technical know-how to the service of psychological insight . ,it confirms fincher 's status as a film maker who artfully bends technical know-how to the service of psychological insight cold war datedness of its premise,0.8750000000000001,0.8695652173913044,0.8750000000000001,0,0.9259259259259259,0.9259259259259259,32,27
synthetic_autoregressive_proto,gpt2,sst2,0,1,too much of it feels unfocused and underdeveloped . ,too much of it feels unfocused and underdeveloped character study artfully bends technical know-how to de la celluloid psychological insight cold war datedness of its premise,0.45714285714285713,0.42424242424242425,0.45714285714285713,0,0.8181818181818182,0.8181818181818182,32,11
synthetic_autoregressive_proto,gpt2,sst2,0,2,a great ensemble cast ca n't lift this heartfelt enterprise out of the familiar . ,a great ensemble cast ca n't lift this heartfelt enterprise out of the familiar creme de la celluloid psychological insight cold war datedness of its premise,0.7142857142857143,0.7000000000000001,0.7142857142857143,0,0.8823529411764706,0.8823529411764706,30,17
synthetic_autoregressive_proto,gpt2,sst2,0,3,"prurient playthings aside , there 's little to love about this english trifle . ",prurient playthings aside there 's little to love about this english trifle technical know-how creme de la celluloid psychological insight cold war datedness of its premise,0.6153846153846153,0.5945945945945945,0.6153846153846153,0,0.3,0.3,36,20
synthetic_autoregressive_proto,gpt2,sst2,0,4,"it moves quickly , adroitly , and without fuss ; it does n't give you time to reflect on the inanity -- and the cold war datedness -- of its premise . ",it moves quickly adroitly and without fuss it does n't give you time to reflect on the inanity and the cold war datedness of its premise,1.0,1.0,1.0,0,0.07894736842105263,0.07894736842105263,31,38
synthetic_autoregressive_proto,gpt2,sst2,0,5,"it proves quite compelling as an intense , brooding character study . ",it proves quite compelling as an intense brooding character study english trifle era 's creme de la celluloid psychological insight cold war datedness of its premise,0.5555555555555556,0.5294117647058824,0.5555555555555556,0,0.5,0.5,32,14
synthetic_autoregressive_proto,gpt2,sst2,0,6,bogdanovich tantalizes by offering a peep show into the lives of the era 's creme de la celluloid . ,bogdanovich tantalizes by offering a peep show into the lives of the era 's creme de la celluloid psychological insight cold war datedness of its premise,0.8181818181818181,0.8095238095238095,0.8181818181818181,0,0.9285714285714286,0.9285714285714286,35,28
synthetic_autoregressive_proto,gpt2,sst2,0,7,looks and feels like a project better suited for the small screen . ,looks and feels like a project better suited for the small screen era 's creme de la celluloid psychological insight cold war datedness of its premise,0.631578947368421,0.6111111111111112,0.631578947368421,0,0.8666666666666667,0.8666666666666667,31,15
synthetic_autoregressive_proto,gpt2,sst2,1,0,verbinski implements every hack-artist trick to give us the ooky-spookies . ,verbinski implements every hack-artist trick to give us the ooky-spookies adults people behind nonprofessional cast future hollywood sellouts,0.7499999999999999,0.7333333333333334,0.7499999999999999,0,0.9,0.9,29,20
synthetic_autoregressive_proto,gpt2,sst2,1,1,"this is a good script , good dialogue , funny even for adults . ",this is a good script good dialogue funny even for adults people mainly nonprofessional cast future hollywood sellouts,0.7586206896551725,0.7407407407407407,0.7586206896551725,0,0.3333333333333333,0.3333333333333333,21,15
synthetic_autoregressive_proto,gpt2,sst2,1,2,a painfully funny ode to bad behavior . ,a painfully funny ode to bad behavior us 's movie than his mainly nonprofessional friends and lovers sellouts,0.56,0.5217391304347826,0.56,0,0.8,0.8,22,10
synthetic_autoregressive_proto,gpt2,sst2,1,3,"there is a fabric of complex ideas here , and feelings that profoundly deepen them . ",there is a fabric of complex ideas here and feelings that profoundly deepen them camera future hollywood sellouts,0.8750000000000001,0.8666666666666666,0.8750000000000001,0,0.47058823529411764,0.47058823529411764,20,17
synthetic_autoregressive_proto,gpt2,sst2,1,4,the overall effect is less like a children 's movie than a recruitment film for future hollywood sellouts . ,the overall effect is less like a children 's movie than a recruitment film for future hollywood sellouts,1.0,1.0,1.0,0,0.9130434782608695,0.9130434782608695,21,23
