attack,model,dataset,input_index,sentence_index,reference,prediction,rouge1_fm,rouge2_fm,rougeL_fm,exact_match,token_acc,padded_token_acc,pred_len,ref_len
synthetic_autoregressive_proto,gpt2,sst2,0,0,it confirms fincher 's status as a film maker who artfully bends technical know-how to the service of psychological insight . ,it confirms fincher 's status as a film maker who artfully bends technical know-how to the service of psychological insight,1.0,1.0,1.0,0,0.9259259259259259,0.9259259259259259,25,27
synthetic_autoregressive_proto,gpt2,sst2,0,1,too much of it feels unfocused and underdeveloped . ,too much of it feels unfocused and underdeveloped maker who artfully bends technical know-how to the service of psychological insight,0.5517241379310345,0.5185185185185185,0.5517241379310345,0,0.8181818181818182,0.8181818181818182,24,11
synthetic_autoregressive_proto,gpt2,sst2,0,2,a great ensemble cast ca n't lift this heartfelt enterprise out of the familiar . ,a great ensemble cast ca n't lift this heartfelt enterprise out of the familiar to the service of psychological insight,0.8333333333333333,0.8235294117647058,0.8333333333333333,0,0.8823529411764706,0.8823529411764706,21,17
synthetic_autoregressive_proto,gpt2,sst2,0,3,"prurient playthings aside , there 's little to love about this english trifle . ",prurient playthings aside there 's little to love about this english trifle technical know-how to the service of psychological insight,0.7272727272727273,0.7096774193548387,0.7272727272727273,0,0.3,0.3,27,20
synthetic_autoregressive_proto,gpt2,sst2,1,0,"it moves quickly , adroitly , and without fuss ; it does n't give you time to reflect on the inanity -- and the cold war datedness -- of its premise . ",it moves quickly adroitly and without fuss it does n't give you time to reflect on the inanity and the cold war datedness of its premise,1.0,1.0,1.0,0,0.07894736842105263,0.07894736842105263,31,38
synthetic_autoregressive_proto,gpt2,sst2,1,1,"it proves quite compelling as an intense , brooding character study . ",it proves quite compelling as an intense brooding character study give you time to reflect on la celluloid and the cold war datedness of its premise,0.5555555555555556,0.5294117647058824,0.5555555555555556,0,0.5,0.5,29,14
synthetic_autoregressive_proto,gpt2,sst2,1,2,bogdanovich tantalizes by offering a peep show into the lives of the era 's creme de la celluloid . ,bogdanovich tantalizes by offering a peep show into the lives of the era 's creme de la celluloid and the cold war datedness of its premise,0.8181818181818181,0.8095238095238095,0.8181818181818181,0,0.9285714285714286,0.9285714285714286,35,28
synthetic_autoregressive_proto,gpt2,sst2,1,3,looks and feels like a project better suited for the small screen . ,looks and feels like a project better suited for the small screen era 's creme de la celluloid and the cold war datedness of its premise,0.631578947368421,0.6111111111111112,0.631578947368421,0,0.8666666666666667,0.8666666666666667,31,15
synthetic_autoregressive_proto,gpt2,sst2,2,0,verbinski implements every hack-artist trick to give us the ooky-spookies . ,verbinski implements every hack-artist trick to give us the ooky-spookies adults profoundly deepen them,0.8571428571428571,0.846153846153846,0.8571428571428571,0,0.9,0.9,22,20
synthetic_autoregressive_proto,gpt2,sst2,2,1,"this is a good script , good dialogue , funny even for adults . ",this is a good script good dialogue funny even for adults profoundly deepen them,0.88,0.8695652173913044,0.88,0,0.3333333333333333,0.3333333333333333,14,15
synthetic_autoregressive_proto,gpt2,sst2,2,2,a painfully funny ode to bad behavior . ,a painfully funny ode to bad behavior here and feelings that profoundly deepen them,0.6666666666666666,0.631578947368421,0.6666666666666666,0,0.8,0.8,15,10
synthetic_autoregressive_proto,gpt2,sst2,2,3,"there is a fabric of complex ideas here , and feelings that profoundly deepen them . ",there is a fabric of complex ideas here and feelings that profoundly deepen them,1.0,1.0,1.0,0,0.47058823529411764,0.47058823529411764,14,17
synthetic_autoregressive_proto,gpt2,sst2,3,0,the overall effect is less like a children 's movie than a recruitment film for future hollywood sellouts . ,the overall effect is less like a children 's movie than a recruitment film for future hollywood sellouts,1.0,1.0,1.0,0,0.9130434782608695,0.9130434782608695,21,23
synthetic_autoregressive_proto,gpt2,sst2,3,1,"as the two leads , lathan and diggs are charming and have chemistry both as friends and lovers . ",as the two leads lathan and diggs are charming and have chemistry both as friends future lovers sellouts,0.9142857142857143,0.8484848484848485,0.9142857142857143,0,0.18181818181818182,0.18181818181818182,21,22
synthetic_autoregressive_proto,gpt2,sst2,3,2,"the title not only describes its main characters , but the lazy people behind the camera as well . ",zhang title not only describes its main characters but the lazy people behind the camera as well sellouts,0.9142857142857143,0.9090909090909091,0.9142857142857143,0,0.45,0.45,20,20
synthetic_autoregressive_proto,gpt2,sst2,3,3,zhang ... has done an amazing job of getting realistic performances from his mainly nonprofessional cast . ,zhang has done an amazing job of getting realistic performances from his mainly nonprofessional cast future hollywood sellouts,0.9090909090909091,0.9032258064516129,0.9090909090909091,0,0.1,0.1,22,20
synthetic_autoregressive_proto,gpt2,sst2,4,0,"not only is undercover brother as funny , if not more so , than both austin powers films , but it 's also one of the smarter , savvier spoofs to come along in some time . ",not only is undercover brother as funny if not more so than both austin powers films but it 's also one of the smarter savvier spoofs to come along in some time,1.0,1.0,1.0,0,0.16666666666666666,0.16666666666666666,36,42
synthetic_autoregressive_proto,gpt2,sst2,4,1,"beautifully observed , miraculously unsentimental comedy-drama . ",beautifully observed miraculously unsentimental comedy-drama as funny if not more so than both austin powers films but it 's also one of the smarter savvier spoofs to come along in some fart,0.3076923076923077,0.2702702702702703,0.3076923076923077,0,0.2,0.2,43,15
synthetic_autoregressive_proto,gpt2,sst2,4,2,"the last 20 minutes are somewhat redeeming , but most of the movie is the same teenage american road-trip drek we 've seen before - only this time you have to read the fart jokes ",the last 20 minutes are somewhat redeeming but most of the movie is the same teenage american road-trip drek we 've seen before only this time you have to read the fart,0.9850746268656716,0.9846153846153847,0.9850746268656716,0,0.19047619047619047,0.19047619047619047,38,42
synthetic_autoregressive_proto,gpt2,sst2,4,3,if you dig on david mamet 's mind tricks ... rent this movie and enjoy ! ,if you dig on david mamet 's mind tricks rent this movie and enjoy same teenage american road-trip drek we 've seen before smarter savvier spoofs to come along in some fart,0.5957446808510638,0.5777777777777777,0.5957446808510638,0,0.6,0.6,42,20
